Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1508.0,Agra,Khairagarh,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-07-04
1509.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-06-30
1510.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-06-29
1511.0,Agra,Khairagarh,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-06-28
1512.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-06-27
1513.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-06-26
1514.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-06-25
1515.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-06-24
1516.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-06-23
1517.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-06-19
1518.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-06-18
1519.0,Agra,Khairagarh,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-06-17
1520.0,Agra,Khairagarh,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-06-16
1521.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-06-15
1522.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-06-14
1523.0,Agra,Khairagarh,Potato,Desi,FAQ,1200.0,1300.0,1250.0,2020-06-13
1524.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-06-12
1525.0,Agra,Khairagarh,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-06-11
1526.0,Agra,Khairagarh,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-06-10
1527.0,Agra,Khairagarh,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-06-09
1528.0,Agra,Khairagarh,Potato,Desi,FAQ,1200.0,1300.0,1250.0,2020-06-08
1529.0,Agra,Khairagarh,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-06-07
1530.0,Agra,Khairagarh,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-06-05
1531.0,Agra,Khairagarh,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-06-04
1532.0,Agra,Khairagarh,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-06-03
1533.0,Agra,Khairagarh,Potato,Desi,FAQ,1200.0,1300.0,1250.0,2020-06-02
1534.0,Agra,Khairagarh,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-06-01
1535.0,Agra,Khairagarh,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-05-31
1536.0,Agra,Khairagarh,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-05-30
1537.0,Agra,Khairagarh,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-05-29
1538.0,Agra,Khairagarh,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-05-27
1539.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-05-26
1540.0,Agra,Khairagarh,Potato,Desi,FAQ,1200.0,1300.0,1250.0,2020-05-25
1541.0,Agra,Khairagarh,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-05-24
1542.0,Agra,Khairagarh,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-05-22
1543.0,Agra,Khairagarh,Potato,Desi,FAQ,1200.0,1300.0,1250.0,2020-05-21
1544.0,Agra,Khairagarh,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-05-20
1545.0,Agra,Khairagarh,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-05-19
1546.0,Agra,Khairagarh,Potato,Desi,FAQ,1200.0,1300.0,1250.0,2020-05-18
1547.0,Agra,Khairagarh,Potato,Desi,FAQ,1400.0,1500.0,1450.0,2020-05-17
1548.0,Agra,Khairagarh,Potato,Desi,FAQ,1300.0,1400.0,1350.0,2020-05-13
1549.0,Agra,Khairagarh,Potato,Desi,FAQ,1400.0,1500.0,1450.0,2020-05-12
1550.0,Agra,Khairagarh,Potato,Desi,FAQ,1400.0,1500.0,1450.0,2020-05-11
1551.0,Agra,Khairagarh,Potato,Desi,FAQ,1400.0,1500.0,1450.0,2020-05-10
1552.0,Agra,Khairagarh,Potato,Desi,FAQ,1400.0,1500.0,1450.0,2020-05-09
1553.0,Agra,Khairagarh,Potato,Desi,FAQ,1300.0,1400.0,1350.0,2020-05-08
1554.0,Agra,Khairagarh,Potato,Desi,FAQ,1400.0,1500.0,1450.0,2020-05-07
1555.0,Agra,Khairagarh,Potato,Desi,FAQ,1400.0,1500.0,1450.0,2020-05-06
1556.0,Agra,Khairagarh,Potato,Desi,FAQ,1400.0,1500.0,1450.0,2020-05-05
1557.0,Agra,Khairagarh,Potato,Desi,FAQ,1400.0,1500.0,1450.0,2020-05-04
1558.0,Agra,Khairagarh,Potato,Desi,FAQ,1400.0,1500.0,1450.0,2020-05-03
1559.0,Agra,Khairagarh,Potato,Desi,FAQ,1400.0,1500.0,1450.0,2020-05-02
1560.0,Agra,Khairagarh,Potato,Desi,FAQ,1400.0,1500.0,1450.0,2020-05-01
1561.0,Agra,Khairagarh,Potato,Desi,FAQ,1400.0,1500.0,1450.0,2020-04-30
1562.0,Agra,Khairagarh,Potato,Desi,FAQ,1400.0,1500.0,1450.0,2020-04-29
1563.0,Agra,Khairagarh,Potato,Desi,FAQ,1400.0,1500.0,1450.0,2020-04-28
1564.0,Agra,Khairagarh,Potato,Desi,FAQ,1400.0,1500.0,1450.0,2020-04-27
1565.0,Agra,Khairagarh,Potato,Desi,FAQ,1450.0,1550.0,1500.0,2020-04-25
1566.0,Agra,Khairagarh,Potato,Desi,FAQ,1400.0,1500.0,1450.0,2020-04-22
1567.0,Agra,Khairagarh,Potato,Desi,FAQ,1400.0,1500.0,1450.0,2020-04-21
1568.0,Agra,Khairagarh,Potato,Desi,FAQ,1400.0,1500.0,1450.0,2020-04-20
1569.0,Agra,Khairagarh,Potato,Desi,FAQ,1400.0,1500.0,1450.0,2020-04-19
1570.0,Agra,Khairagarh,Potato,Desi,FAQ,1400.0,1500.0,1450.0,2020-04-18
1571.0,Agra,Khairagarh,Potato,Desi,FAQ,1400.0,1500.0,1450.0,2020-04-14
1572.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-04-13
1573.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-04-12
1574.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-04-11
1575.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-04-10
1576.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-04-09
1577.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-04-08
1578.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-04-07
1579.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-04-06
1580.0,Agra,Khairagarh,Potato,Desi,FAQ,850.0,950.0,900.0,2020-04-05
1581.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-04-04
1582.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-04-03
1583.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-04-02
1584.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-04-01
1585.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-03-31
1586.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-03-29
1587.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-03-27
1588.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-03-26
1589.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-03-25
1590.0,Agra,Khairagarh,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-03-24
1591.0,Agra,Khairagarh,Potato,Desi,FAQ,850.0,950.0,900.0,2020-03-21
1592.0,Agra,Khairagarh,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-03-20
1593.0,Agra,Khairagarh,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-03-19
1594.0,Agra,Khairagarh,Potato,Desi,FAQ,800.0,900.0,850.0,2020-03-18
1595.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-03-17
1596.0,Agra,Khairagarh,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-03-16
1597.0,Agra,Khairagarh,Potato,Desi,FAQ,850.0,950.0,900.0,2020-03-15
1598.0,Agra,Khairagarh,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-03-13
1599.0,Agra,Khairagarh,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-03-12
1600.0,Agra,Khairagarh,Potato,Desi,FAQ,800.0,900.0,850.0,2020-03-08
1601.0,Agra,Khairagarh,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-03-07
1602.0,Agra,Khairagarh,Potato,Desi,FAQ,800.0,900.0,850.0,2020-03-06
1603.0,Agra,Khairagarh,Potato,Desi,FAQ,800.0,900.0,850.0,2020-03-05
1604.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-03-04
1605.0,Agra,Khairagarh,Potato,Desi,FAQ,850.0,950.0,900.0,2020-03-03
1606.0,Agra,Khairagarh,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-03-02
1607.0,Agra,Khairagarh,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-03-01
1608.0,Agra,Khairagarh,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-02-29
1609.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-02-28
1610.0,Agra,Khairagarh,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-02-27
1611.0,Agra,Khairagarh,Potato,Desi,FAQ,800.0,900.0,850.0,2020-02-26
1612.0,Agra,Khairagarh,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-02-25
1613.0,Agra,Khairagarh,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-02-24
1614.0,Agra,Khairagarh,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-02-23
1615.0,Agra,Khairagarh,Potato,Desi,FAQ,800.0,900.0,850.0,2020-02-22
1616.0,Agra,Khairagarh,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-02-21
1617.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-02-20
1618.0,Agra,Khairagarh,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-02-19
1619.0,Agra,Khairagarh,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-02-18
1620.0,Agra,Khairagarh,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-02-16
1621.0,Agra,Khairagarh,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-02-14
1622.0,Agra,Khairagarh,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-02-13
1623.0,Agra,Khairagarh,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-02-12
1624.0,Agra,Khairagarh,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-02-11
1625.0,Agra,Khairagarh,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-02-10
1626.0,Agra,Khairagarh,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-02-09
1627.0,Agra,Khairagarh,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-02-08
1628.0,Agra,Khairagarh,Potato,Desi,FAQ,850.0,950.0,900.0,2020-02-07
1629.0,Agra,Khairagarh,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-02-05
1630.0,Agra,Khairagarh,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-02-04
1631.0,Agra,Khairagarh,Potato,Desi,FAQ,850.0,950.0,900.0,2020-02-03
1632.0,Agra,Khairagarh,Potato,Desi,FAQ,850.0,950.0,900.0,2020-01-31
1633.0,Agra,Khairagarh,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-01-30
1634.0,Agra,Khairagarh,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-01-29
1635.0,Agra,Khairagarh,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-01-28
1636.0,Agra,Khairagarh,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-01-27
1637.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-01-25
1638.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-01-24
1639.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-01-23
1640.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-01-22
1641.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-01-21
1642.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-01-20
1643.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-01-18
1644.0,Agra,Khairagarh,Potato,Desi,FAQ,950.0,1050.0,1000.0,2020-01-17
1645.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-01-16
1646.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-01-15
1647.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-01-13
1648.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-01-12
1649.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-01-11
1650.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-01-10
1651.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-01-09
1652.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-01-08
1653.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1100.0,1050.0,2020-01-07
1654.0,Agra,Khairagarh,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-01-06
1655.0,Agra,Khairagarh,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-01-05
1656.0,Agra,Khairagarh,Potato,Desi,FAQ,1000.0,1200.0,1100.0,2020-01-04
1657.0,Agra,Khairagarh,Potato,Desi,FAQ,1100.0,1200.0,1150.0,2020-01-03
1658.0,Agra,Khairagarh,Potato,Desi,FAQ,1200.0,1300.0,1250.0,2020-01-02
1659.0,Agra,Khairagarh,Potato,Desi,FAQ,1200.0,1300.0,1250.0,2020-01-01
1660.0,Agra,Samsabad,Potato,Local,FAQ,2700.0,2800.0,2750.0,2020-10-31
1661.0,Agra,Samsabad,Potato,Local,FAQ,1950.0,2050.0,2000.0,2020-08-28
1662.0,Agra,Samsabad,Potato,Local,FAQ,1400.0,1600.0,1500.0,2020-07-07
1663.0,Agra,Samsabad,Potato,Local,FAQ,1300.0,1500.0,1400.0,2020-07-06
1664.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1300.0,1200.0,2020-07-05
1665.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1300.0,1200.0,2020-07-04
1666.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1300.0,1200.0,2020-07-03
1667.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1300.0,1200.0,2020-07-01
1668.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1300.0,1200.0,2020-06-30
1669.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1300.0,1200.0,2020-06-29
1670.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1300.0,1200.0,2020-06-28
1671.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1300.0,1200.0,2020-06-27
1672.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1300.0,1200.0,2020-06-26
1673.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1300.0,1200.0,2020-06-25
1674.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1300.0,1200.0,2020-06-24
1675.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1300.0,1200.0,2020-06-23
1676.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1300.0,1200.0,2020-06-20
1677.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1300.0,1200.0,2020-06-18
1678.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1400.0,1200.0,2020-06-17
1679.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1400.0,1200.0,2020-06-16
1680.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1400.0,1200.0,2020-06-15
1681.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1400.0,1200.0,2020-06-14
1682.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1300.0,1200.0,2020-06-13
1683.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1300.0,1200.0,2020-06-11
1684.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1300.0,1200.0,2020-06-10
1685.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1300.0,1200.0,2020-06-09
1686.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1300.0,1200.0,2020-06-08
1687.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1300.0,1200.0,2020-06-07
1688.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1200.0,1200.0,2020-06-06
1689.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1200.0,1200.0,2020-06-03
1690.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1300.0,1200.0,2020-06-02
1691.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1300.0,1200.0,2020-06-01
1692.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1200.0,1200.0,2020-05-31
1693.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1200.0,1200.0,2020-05-30
1694.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1200.0,1200.0,2020-05-29
1695.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1200.0,1200.0,2020-05-28
1696.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1300.0,1200.0,2020-05-27
1697.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1300.0,1200.0,2020-05-26
1698.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1300.0,1200.0,2020-05-24
1699.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1300.0,1200.0,2020-05-23
1700.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1300.0,1200.0,2020-05-22
1701.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1300.0,1200.0,2020-05-21
1702.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1300.0,1200.0,2020-05-20
1703.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1200.0,1200.0,2020-05-19
1704.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1300.0,1200.0,2020-05-18
1705.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1200.0,1200.0,2020-05-17
1706.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1300.0,1200.0,2020-05-16
1707.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1300.0,1200.0,2020-05-15
1708.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1300.0,1200.0,2020-05-14
1709.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1300.0,1200.0,2020-05-13
1710.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1400.0,1200.0,2020-05-12
1711.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1300.0,1200.0,2020-05-11
1712.0,Agra,Samsabad,Potato,Local,FAQ,1850.0,1950.0,1925.0,2020-05-10
1713.0,Agra,Samsabad,Potato,Local,FAQ,1200.0,1500.0,1400.0,2020-05-09
1714.0,Agra,Samsabad,Potato,Local,FAQ,1300.0,1500.0,1400.0,2020-05-08
1715.0,Agra,Samsabad,Potato,Local,FAQ,1300.0,1500.0,1400.0,2020-05-07
1716.0,Agra,Samsabad,Potato,Local,FAQ,1300.0,1500.0,1400.0,2020-05-06
1717.0,Agra,Samsabad,Potato,Local,FAQ,1200.0,1500.0,1400.0,2020-05-05
1718.0,Agra,Samsabad,Potato,Local,FAQ,1200.0,1400.0,1400.0,2020-05-04
1719.0,Agra,Samsabad,Potato,Local,FAQ,1300.0,1500.0,1400.0,2020-05-03
1720.0,Agra,Samsabad,Potato,Local,FAQ,1200.0,1400.0,1400.0,2020-05-02
1721.0,Agra,Samsabad,Potato,Local,FAQ,1200.0,1400.0,1400.0,2020-05-01
1722.0,Agra,Samsabad,Potato,Local,FAQ,1200.0,1400.0,1400.0,2020-04-30
1723.0,Agra,Samsabad,Potato,Local,FAQ,1200.0,1500.0,1400.0,2020-04-29
1724.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1400.0,1400.0,2020-04-28
1725.0,Agra,Samsabad,Potato,Local,FAQ,1300.0,1500.0,1400.0,2020-04-27
1726.0,Agra,Samsabad,Potato,Local,FAQ,1300.0,1500.0,1400.0,2020-04-26
1727.0,Agra,Samsabad,Potato,Local,FAQ,1200.0,1500.0,1400.0,2020-04-25
1728.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1300.0,1200.0,2020-04-24
1729.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1300.0,1200.0,2020-04-23
1730.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1300.0,1200.0,2020-04-22
1731.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1300.0,1200.0,2020-04-21
1732.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1300.0,1200.0,2020-04-20
1733.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1300.0,1200.0,2020-04-19
1734.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1300.0,1200.0,2020-04-18
1735.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1300.0,1200.0,2020-04-17
1736.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1300.0,1200.0,2020-04-16
1737.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1300.0,1200.0,2020-04-15
1738.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1300.0,1200.0,2020-04-14
1739.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1300.0,1200.0,2020-04-13
1740.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1300.0,1200.0,2020-04-12
1741.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1300.0,1200.0,2020-04-11
1742.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1300.0,1200.0,2020-04-10
1743.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1300.0,1200.0,2020-04-09
1744.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1300.0,1200.0,2020-04-08
1745.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1300.0,1200.0,2020-04-07
1746.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1300.0,1200.0,2020-04-06
1747.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1300.0,1200.0,2020-04-05
1748.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1300.0,1200.0,2020-04-04
1749.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1300.0,1200.0,2020-04-03
1750.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1300.0,1200.0,2020-04-02
1751.0,Agra,Samsabad,Potato,Local,FAQ,900.0,1100.0,1000.0,2020-04-01
1752.0,Agra,Samsabad,Potato,Local,FAQ,1150.0,1250.0,1200.0,2020-03-31
1753.0,Agra,Samsabad,Potato,Local,FAQ,900.0,1100.0,1000.0,2020-03-30
1754.0,Agra,Samsabad,Potato,Local,FAQ,900.0,1200.0,1000.0,2020-03-29
1755.0,Agra,Samsabad,Potato,Local,FAQ,900.0,1200.0,1000.0,2020-03-28
1756.0,Agra,Samsabad,Potato,Local,FAQ,800.0,1200.0,1000.0,2020-03-26
1757.0,Agra,Samsabad,Potato,Local,FAQ,800.0,1200.0,1000.0,2020-03-25
1758.0,Agra,Samsabad,Potato,Local,FAQ,900.0,1100.0,1000.0,2020-03-20
1759.0,Agra,Samsabad,Potato,Local,FAQ,900.0,1100.0,1000.0,2020-03-19
1760.0,Agra,Samsabad,Potato,Local,FAQ,900.0,1000.0,1000.0,2020-03-18
1761.0,Agra,Samsabad,Potato,Local,FAQ,900.0,1100.0,1000.0,2020-03-17
1762.0,Agra,Samsabad,Potato,Local,FAQ,900.0,1100.0,1000.0,2020-03-16
1763.0,Agra,Samsabad,Potato,Local,FAQ,900.0,1100.0,1000.0,2020-03-15
1764.0,Agra,Samsabad,Potato,Local,FAQ,900.0,1100.0,1000.0,2020-03-14
1765.0,Agra,Samsabad,Potato,Local,FAQ,900.0,1100.0,1000.0,2020-03-13
1766.0,Agra,Samsabad,Potato,Local,FAQ,900.0,1100.0,1000.0,2020-03-12
1767.0,Agra,Samsabad,Potato,Local,FAQ,900.0,1100.0,1000.0,2020-03-11
1768.0,Agra,Samsabad,Potato,Local,FAQ,900.0,1100.0,1000.0,2020-03-09
1769.0,Agra,Samsabad,Potato,Local,FAQ,900.0,1100.0,1000.0,2020-03-08
1770.0,Agra,Samsabad,Potato,Local,FAQ,900.0,1100.0,1000.0,2020-03-07
1771.0,Agra,Samsabad,Potato,Local,FAQ,900.0,1100.0,1000.0,2020-03-05
1772.0,Agra,Samsabad,Potato,Local,FAQ,900.0,1100.0,1000.0,2020-03-04
1773.0,Agra,Samsabad,Potato,Local,FAQ,900.0,1100.0,1000.0,2020-03-03
1774.0,Agra,Samsabad,Potato,Local,FAQ,900.0,1100.0,1000.0,2020-03-02
1775.0,Agra,Samsabad,Potato,Local,FAQ,900.0,1100.0,1000.0,2020-03-01
1776.0,Agra,Samsabad,Potato,Local,FAQ,800.0,1000.0,900.0,2020-02-29
1777.0,Agra,Samsabad,Potato,Local,FAQ,800.0,1000.0,900.0,2020-02-28
1778.0,Agra,Samsabad,Potato,Local,FAQ,800.0,1000.0,900.0,2020-02-27
1779.0,Agra,Samsabad,Potato,Local,FAQ,800.0,1000.0,900.0,2020-02-26
1780.0,Agra,Samsabad,Potato,Local,FAQ,800.0,1000.0,900.0,2020-02-25
1781.0,Agra,Samsabad,Potato,Local,FAQ,800.0,1000.0,900.0,2020-02-24
1782.0,Agra,Samsabad,Potato,Local,FAQ,800.0,1000.0,900.0,2020-02-23
1783.0,Agra,Samsabad,Potato,Local,FAQ,800.0,1000.0,900.0,2020-02-22
1784.0,Agra,Samsabad,Potato,Local,FAQ,800.0,1000.0,900.0,2020-02-20
1785.0,Agra,Samsabad,Potato,Local,FAQ,800.0,1000.0,900.0,2020-02-19
1786.0,Agra,Samsabad,Potato,Local,FAQ,850.0,1000.0,900.0,2020-02-18
1787.0,Agra,Samsabad,Potato,Local,FAQ,750.0,900.0,800.0,2020-02-17
1788.0,Agra,Samsabad,Potato,Local,FAQ,750.0,900.0,800.0,2020-02-16
