Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
958.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1880.0,2000.0,1945.0,2020-08-20
959.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1900.0,2030.0,1960.0,2020-08-19
960.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1830.0,2000.0,1925.0,2020-08-18
961.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1880.0,2020.0,1950.0,2020-08-17
962.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1900.0,2050.0,1970.0,2020-08-14
963.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1850.0,2020.0,1945.0,2020-08-13
964.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1830.0,2000.0,1920.0,2020-08-12
965.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1850.0,2000.0,1940.0,2020-08-11
966.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1820.0,1980.0,1910.0,2020-08-10
967.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800.0,1920.0,1880.0,2020-08-08
968.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1820.0,1990.0,1900.0,2020-08-07
969.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1780.0,1940.0,1865.0,2020-08-06
970.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800.0,1950.0,1885.0,2020-08-05
971.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800.0,1950.0,1875.0,2020-08-04
972.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800.0,1920.0,1860.0,2020-08-03
973.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800.0,1980.0,1895.0,2020-08-01
974.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1840.0,2000.0,1930.0,2020-07-31
975.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1810.0,1980.0,1905.0,2020-07-30
976.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800.0,2020.0,1920.0,2020-07-29
977.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1870.0,1920.0,1890.0,2020-07-28
978.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800.0,1920.0,1865.0,2020-07-27
979.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800.0,1950.0,1880.0,2020-07-25
980.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1780.0,1920.0,1850.0,2020-07-24
981.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800.0,1960.0,1875.0,2020-07-23
982.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1820.0,1980.0,1900.0,2020-07-22
983.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800.0,1950.0,1885.0,2020-07-21
984.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1760.0,1920.0,1850.0,2020-07-20
985.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,0.0,0.0,1820.0,2020-07-18
986.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1680.0,1850.0,1780.0,2020-07-17
987.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1700.0,1820.0,1765.0,2020-07-16
988.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1720.0,1920.0,1800.0,2020-07-15
989.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1660.0,1820.0,1750.0,2020-07-14
990.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1700.0,1850.0,1780.0,2020-07-13
991.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1700.0,1820.0,1745.0,2020-07-11
992.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1650.0,1780.0,1715.0,2020-07-10
993.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1600.0,1750.0,1680.0,2020-07-09
994.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1560.0,1720.0,1645.0,2020-07-08
995.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1500.0,1670.0,1590.0,2020-07-07
996.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1500.0,1650.0,1575.0,2020-07-06
997.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1550.0,1700.0,1610.0,2020-07-04
998.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1500.0,1650.0,1580.0,2020-07-03
999.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1470.0,1600.0,1545.0,2020-07-02
1000.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1440.0,1600.0,1525.0,2020-07-01
1001.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1400.0,1550.0,1480.0,2020-06-30
1002.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1420.0,1580.0,1510.0,2020-06-29
1003.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1470.0,1620.0,1545.0,2020-06-27
1004.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1450.0,1600.0,1525.0,2020-06-26
1005.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1430.0,1590.0,1505.0,2020-06-25
1006.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1460.0,1590.0,1520.0,2020-06-24
1007.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1400.0,1540.0,1485.0,2020-06-23
1008.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1370.0,1520.0,1445.0,2020-06-22
1009.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1430.0,1570.0,1500.0,2020-06-20
1010.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1380.0,1520.0,1465.0,2020-06-19
1011.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1370.0,1520.0,1450.0,2020-06-18
1012.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1400.0,1520.0,1465.0,2020-06-17
1013.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1360.0,1520.0,1440.0,2020-06-16
1014.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1320.0,1450.0,1380.0,2020-06-15
1015.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,0.0,0.0,1410.0,2020-06-13
1016.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1340.0,1480.0,1405.0,2020-06-12
1017.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1360.0,1500.0,1425.0,2020-06-11
1018.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1320.0,1540.0,1415.0,2020-06-10
1019.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300.0,1450.0,1380.0,2020-06-09
1020.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300.0,1420.0,1365.0,2020-06-08
1021.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1320.0,1450.0,1385.0,2020-06-05
1022.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1380.0,1420.0,1405.0,2020-06-04
1023.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300.0,1450.0,1395.0,2020-06-03
1024.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1340.0,1480.0,1410.0,2020-06-02
1025.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300.0,1450.0,1380.0,2020-06-01
1026.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1350.0,1480.0,1410.0,2020-05-30
1027.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300.0,1450.0,1380.0,2020-05-29
1028.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1340.0,1480.0,1400.0,2020-05-28
1029.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300.0,1420.0,1375.0,2020-05-27
1030.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300.0,1430.0,1365.0,2020-05-26
1031.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300.0,1420.0,1345.0,2020-05-25
1032.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300.0,1450.0,1380.0,2020-05-23
1033.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1000.0,1090.0,1045.0,2020-05-22
1034.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1380.0,1500.0,1440.0,2020-05-21
1035.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1370.0,1490.0,1425.0,2020-05-20
1036.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1340.0,1460.0,1400.0,2020-05-19
1037.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1320.0,1450.0,1390.0,2020-05-18
1038.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1350.0,1480.0,1415.0,2020-05-16
1039.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1340.0,1480.0,1400.0,2020-05-15
1040.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1280.0,1420.0,1365.0,2020-05-14
1041.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300.0,1420.0,1355.0,2020-05-13
1042.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800.0,1940.0,1870.0,2020-05-12
1043.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300.0,1420.0,1350.0,2020-05-11
1044.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1320.0,1450.0,1385.0,2020-05-09
1045.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300.0,1450.0,1365.0,2020-05-08
1046.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1340.0,1480.0,1400.0,2020-05-07
1047.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1250.0,1400.0,1335.0,2020-05-06
1048.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300.0,1440.0,1360.0,2020-05-05
1049.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300.0,1450.0,1385.0,2020-05-04
1050.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1340.0,1480.0,1400.0,2020-05-02
1051.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1380.0,1500.0,1440.0,2020-05-01
1052.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1350.0,1460.0,1400.0,2020-04-30
1053.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1360.0,1480.0,1410.0,2020-04-29
1054.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1320.0,1460.0,1380.0,2020-04-28
1055.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300.0,1450.0,1380.0,2020-04-27
1056.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1320.0,1450.0,1390.0,2020-04-25
1057.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1320.0,1450.0,1375.0,2020-04-24
1058.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300.0,1420.0,1355.0,2020-04-23
1059.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1260.0,1400.0,1345.0,2020-04-22
1060.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1240.0,1400.0,1320.0,2020-04-21
1061.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1260.0,1400.0,1340.0,2020-04-20
1062.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1260.0,1400.0,1325.0,2020-04-18
1063.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1260.0,1420.0,1365.0,2020-04-17
1064.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1260.0,1400.0,1345.0,2020-04-16
1065.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1240.0,1400.0,1320.0,2020-04-15
1066.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300.0,1420.0,1355.0,2020-04-14
1067.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1250.0,1420.0,1340.0,2020-04-13
1068.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1240.0,1400.0,1310.0,2020-04-11
1069.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1260.0,1400.0,1335.0,2020-04-10
1070.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1260.0,1380.0,1320.0,2020-04-09
1071.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1280.0,1400.0,1355.0,2020-04-08
1072.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1280.0,1400.0,1340.0,2020-04-07
1073.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300.0,1420.0,1365.0,2020-04-06
1074.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300.0,1440.0,1380.0,2020-04-04
1075.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1260.0,1450.0,1355.0,2020-04-03
1076.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300.0,1450.0,1370.0,2020-04-02
1077.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1220.0,1450.0,1340.0,2020-04-01
1078.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1160.0,1320.0,1245.0,2020-03-30
1079.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1060.0,1220.0,1145.0,2020-03-21
1080.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1020.0,1220.0,1100.0,2020-03-20
1081.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1040.0,1240.0,1120.0,2020-03-19
1082.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1060.0,1220.0,1145.0,2020-03-18
1083.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1050.0,1200.0,1125.0,2020-03-16
1084.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1050.0,1200.0,1140.0,2020-03-14
1085.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1100.0,1250.0,1175.0,2020-03-13
1086.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1040.0,1180.0,1100.0,2020-03-12
1087.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1000.0,1150.0,1070.0,2020-03-11
1088.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,940.0,1050.0,1000.0,2020-03-07
1089.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,900.0,1040.0,980.0,2020-03-06
1090.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,880.0,1020.0,960.0,2020-03-05
1091.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,900.0,1040.0,975.0,2020-03-04
1092.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,880.0,1000.0,940.0,2020-03-03
1093.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,830.0,980.0,905.0,2020-03-02
1094.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,800.0,950.0,890.0,2020-02-29
1095.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,800.0,940.0,880.0,2020-02-28
1096.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,800.0,980.0,895.0,2020-02-27
1097.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,800.0,950.0,865.0,2020-02-26
1098.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,800.0,940.0,880.0,2020-02-25
1099.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,800.0,970.0,890.0,2020-02-24
1100.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,0.0,0.0,865.0,2020-02-22
1101.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,0.0,0.0,900.0,2020-02-21
1102.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,900.0,1040.0,950.0,2020-02-20
1103.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,900.0,1050.0,975.0,2020-02-19
1104.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,900.0,1050.0,965.0,2020-02-18
1105.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,900.0,1050.0,980.0,2020-02-17
1106.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,900.0,1040.0,970.0,2020-02-15
1107.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,900.0,1020.0,950.0,2020-02-14
1108.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,900.0,1050.0,980.0,2020-02-13
1109.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,950.0,1100.0,1030.0,2020-02-12
1110.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,930.0,1080.0,1000.0,2020-02-11
1111.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,900.0,1050.0,980.0,2020-02-10
1112.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,0.0,0.0,1025.0,2020-02-08
1113.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,0.0,0.0,1010.0,2020-02-07
1114.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,0.0,0.0,1040.0,2020-02-06
1115.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,0.0,0.0,1025.0,2020-02-05
1116.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1060.0,1240.0,1145.0,2020-02-03
1117.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1100.0,1250.0,1175.0,2020-02-01
1118.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1100.0,1260.0,1190.0,2020-01-30
1119.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1100.0,1250.0,1170.0,2020-01-29
1120.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1140.0,1300.0,1210.0,2020-01-28
1121.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1150.0,1320.0,1200.0,2020-01-27
1122.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1160.0,1300.0,1230.0,2020-01-25
1123.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1160.0,1320.0,1250.0,2020-01-24
1124.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,0.0,0.0,1265.0,2020-01-22
1125.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,0.0,0.0,1250.0,2020-01-21
1126.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1150.0,1350.0,1230.0,2020-01-20
1127.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1180.0,1340.0,1265.0,2020-01-18
1128.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1200.0,1340.0,1250.0,2020-01-17
1129.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1200.0,1340.0,1260.0,2020-01-15
1130.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,0.0,0.0,1285.0,2020-01-14
1131.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1220.0,1400.0,1310.0,2020-01-13
1132.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,0.0,0.0,1300.0,2020-01-11
1133.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1250.0,1400.0,1325.0,2020-01-10
1134.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1240.0,1400.0,1305.0,2020-01-09
1135.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1260.0,1420.0,1340.0,2020-01-07
1136.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300.0,1500.0,1385.0,2020-01-06
1137.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1370.0,1500.0,1435.0,2020-01-03
1138.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1360.0,1500.0,1420.0,2020-01-02
1139.0,Agra,Fatehpur Sikri,Potato,Local,FAQ,1400.0,1520.0,1455.0,2020-01-01
1140.0,Agra,Jagnair,Potato,Desi,FAQ,750.0,850.0,800.0,2020-12-31
1141.0,Agra,Jagnair,Potato,Desi,FAQ,800.0,900.0,850.0,2020-12-30
1142.0,Agra,Jagnair,Potato,Desi,FAQ,800.0,860.0,830.0,2020-12-29
1143.0,Agra,Jagnair,Potato,Desi,FAQ,800.0,900.0,850.0,2020-12-28
1144.0,Agra,Jagnair,Potato,Desi,FAQ,800.0,900.0,850.0,2020-12-27
1145.0,Agra,Jagnair,Potato,Desi,FAQ,800.0,900.0,850.0,2020-12-26
1146.0,Agra,Jagnair,Potato,Desi,FAQ,800.0,900.0,850.0,2020-12-25
1147.0,Agra,Jagnair,Potato,Desi,FAQ,800.0,900.0,850.0,2020-12-24
1148.0,Agra,Jagnair,Potato,Desi,FAQ,650.0,750.0,700.0,2020-12-23
1149.0,Agra,Jagnair,Potato,Desi,FAQ,650.0,750.0,700.0,2020-12-22
1150.0,Agra,Jagnair,Potato,Desi,FAQ,600.0,800.0,700.0,2020-12-21
1151.0,Agra,Jagnair,Potato,Desi,FAQ,1200.0,1300.0,1250.0,2020-12-20
1152.0,Agra,Jagnair,Potato,Desi,FAQ,1250.0,1350.0,1300.0,2020-12-19
1153.0,Agra,Jagnair,Potato,Desi,FAQ,1350.0,1450.0,1400.0,2020-12-18
1154.0,Agra,Jagnair,Potato,Desi,FAQ,1300.0,1400.0,1350.0,2020-12-17
1155.0,Agra,Jagnair,Potato,Desi,FAQ,1600.0,1700.0,1650.0,2020-12-16
1156.0,Agra,Jagnair,Potato,Desi,FAQ,1600.0,1800.0,1700.0,2020-12-15
1157.0,Agra,Jagnair,Potato,Desi,FAQ,1700.0,1900.0,1800.0,2020-12-11
1158.0,Agra,Jagnair,Potato,Desi,FAQ,1800.0,2000.0,1900.0,2020-12-08
1159.0,Agra,Jagnair,Potato,Desi,FAQ,1850.0,2050.0,1950.0,2020-12-07
1160.0,Agra,Jagnair,Potato,Desi,FAQ,1800.0,2000.0,1900.0,2020-12-06
1161.0,Agra,Jagnair,Potato,Desi,FAQ,1800.0,2000.0,1900.0,2020-12-05
1162.0,Agra,Jagnair,Potato,Desi,FAQ,1700.0,1900.0,1800.0,2020-12-04
1163.0,Agra,Jagnair,Potato,Desi,FAQ,1800.0,2000.0,1900.0,2020-12-03
1164.0,Agra,Jagnair,Potato,Desi,FAQ,2300.0,2400.0,2350.0,2020-12-02
1165.0,Agra,Jagnair,Potato,Desi,FAQ,2200.0,2400.0,2300.0,2020-12-01
1166.0,Agra,Jagnair,Potato,Desi,FAQ,2600.0,2700.0,2650.0,2020-11-30
1167.0,Agra,Jagnair,Potato,Desi,FAQ,2500.0,2700.0,2600.0,2020-11-28
1168.0,Agra,Jagnair,Potato,Desi,FAQ,2500.0,2700.0,2600.0,2020-11-27
1169.0,Agra,Jagnair,Potato,Desi,FAQ,2500.0,2700.0,2600.0,2020-11-26
1170.0,Agra,Jagnair,Potato,Desi,FAQ,3000.0,3200.0,3100.0,2020-11-25
1171.0,Agra,Jagnair,Potato,Desi,FAQ,2500.0,2700.0,2600.0,2020-11-24
1172.0,Agra,Jagnair,Potato,Desi,FAQ,1500.0,1550.0,1525.0,2020-10-19
1173.0,Agra,Jagnair,Potato,Desi,FAQ,1550.0,1650.0,1600.0,2020-10-18
1174.0,Agra,Jagnair,Potato,Other,FAQ,1550.0,1650.0,1600.0,2020-10-17
1175.0,Agra,Jagnair,Potato,Desi,FAQ,1500.0,1600.0,1550.0,2020-10-16
1176.0,Agra,Jagnair,Potato,Desi,FAQ,1500.0,1600.0,1550.0,2020-10-07
1177.0,Agra,Jagnair,Potato,Desi,FAQ,1500.0,1600.0,1550.0,2020-10-06
1178.0,Agra,Jagnair,Potato,Desi,FAQ,1470.0,1530.0,1500.0,2020-10-05
1179.0,Agra,Jagnair,Potato,Desi,FAQ,1450.0,1500.0,1475.0,2020-10-04
1180.0,Agra,Jagnair,Potato,Desi,FAQ,900.0,1000.0,950.0,2020-08-31
1181.0,Agra,Jagnair,Potato,Desi,FAQ,1300.0,1320.0,1310.0,2020-06-30
1182.0,Agra,Jagnair,Potato,Desi,FAQ,1300.0,1330.0,1315.0,2020-06-29
1183.0,Agra,Jagnair,Potato,Desi,FAQ,1300.0,1360.0,1330.0,2020-06-27
1184.0,Agra,Jagnair,Potato,Desi,FAQ,1300.0,1360.0,1330.0,2020-06-26
1185.0,Agra,Jagnair,Potato,Desi,FAQ,1300.0,1320.0,1310.0,2020-06-25
1186.0,Agra,Jagnair,Potato,Desi,FAQ,1330.0,1350.0,1340.0,2020-06-24
1187.0,Agra,Jagnair,Potato,Desi,FAQ,1300.0,1360.0,1330.0,2020-06-23
1188.0,Agra,Jagnair,Potato,Desi,FAQ,1320.0,1360.0,1340.0,2020-06-22
1189.0,Agra,Jagnair,Potato,Desi,FAQ,1250.0,1350.0,1300.0,2020-06-20
1190.0,Agra,Jagnair,Potato,Desi,FAQ,1300.0,1380.0,1340.0,2020-06-19
1191.0,Agra,Jagnair,Potato,Desi,FAQ,1320.0,1360.0,1340.0,2020-06-17
1192.0,Agra,Jagnair,Potato,Desi,FAQ,1300.0,1360.0,1330.0,2020-06-16
1193.0,Agra,Jagnair,Potato,Desi,FAQ,1300.0,1350.0,1325.0,2020-06-15
1194.0,Agra,Jagnair,Potato,Desi,FAQ,1320.0,1360.0,1340.0,2020-06-12
1195.0,Agra,Jagnair,Potato,Desi,FAQ,1200.0,1300.0,1250.0,2020-06-11
1196.0,Agra,Jagnair,Potato,Desi,FAQ,1300.0,1340.0,1320.0,2020-06-10
1197.0,Agra,Jagnair,Potato,Desi,FAQ,1280.0,1320.0,1300.0,2020-06-09
1198.0,Agra,Jagnair,Potato,Desi,FAQ,1350.0,1400.0,1375.0,2020-06-08
1199.0,Agra,Jagnair,Potato,Desi,FAQ,1320.0,1380.0,1350.0,2020-06-06
1200.0,Agra,Jagnair,Potato,Desi,FAQ,1350.0,1400.0,1375.0,2020-06-05
1201.0,Agra,Jagnair,Potato,Desi,FAQ,1310.0,1370.0,1340.0,2020-06-04
1202.0,Agra,Jagnair,Potato,Desi,FAQ,1300.0,1340.0,1320.0,2020-06-03
1203.0,Agra,Jagnair,Potato,Desi,FAQ,1300.0,1350.0,1325.0,2020-06-02
1204.0,Agra,Jagnair,Potato,Desi,FAQ,1320.0,1360.0,1340.0,2020-06-01
1205.0,Agra,Jagnair,Potato,Desi,FAQ,1380.0,1460.0,1420.0,2020-05-30
1206.0,Agra,Jagnair,Potato,Desi,FAQ,1350.0,1450.0,1400.0,2020-05-29
1207.0,Agra,Jagnair,Potato,Desi,FAQ,1400.0,1440.0,1420.0,2020-05-28
1208.0,Agra,Jagnair,Potato,Desi,FAQ,1400.0,1440.0,1420.0,2020-05-26
1209.0,Agra,Jagnair,Potato,Desi,FAQ,1400.0,1440.0,1420.0,2020-05-23
1210.0,Agra,Jagnair,Potato,Desi,FAQ,1400.0,1450.0,1425.0,2020-05-22
1211.0,Agra,Jagnair,Potato,Desi,FAQ,1400.0,1440.0,1420.0,2020-05-21
1212.0,Agra,Jagnair,Potato,Desi,FAQ,1400.0,1500.0,1450.0,2020-05-19
1213.0,Agra,Jagnair,Potato,Desi,FAQ,1400.0,1500.0,1450.0,2020-05-18
1214.0,Agra,Jagnair,Potato,Desi,FAQ,1400.0,1440.0,1420.0,2020-05-15
1215.0,Agra,Jagnair,Potato,Desi,FAQ,1400.0,1500.0,1450.0,2020-05-14
1216.0,Agra,Jagnair,Potato,Desi,FAQ,1400.0,1500.0,1450.0,2020-05-13
1217.0,Agra,Jagnair,Potato,Desi,FAQ,1400.0,1450.0,1425.0,2020-05-12
1218.0,Agra,Jagnair,Potato,Desi,FAQ,1400.0,1450.0,1425.0,2020-05-11
1219.0,Agra,Jagnair,Potato,Desi,FAQ,1400.0,1480.0,1440.0,2020-05-09
1220.0,Agra,Jagnair,Potato,Desi,FAQ,1400.0,1500.0,1450.0,2020-05-08
1221.0,Agra,Jagnair,Potato,Desi,FAQ,1400.0,1440.0,1420.0,2020-05-07
1222.0,Agra,Jagnair,Potato,Desi,FAQ,1400.0,1500.0,1450.0,2020-05-06
1223.0,Agra,Jagnair,Potato,Desi,FAQ,1350.0,1450.0,1400.0,2020-05-05
